A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2021;9;411;121032773;18-sep-21;AT1;32562280;28164
2021;9;411;121574848;18-sep-21;AT1;32562280;26512
2021;9;411;121994844;18-sep-21;PSE;32562371;26650
2021;9;411;122115992;19-sep-21;AT1;32562288;26512
2021;9;411;122230692;17-sep-21;CSW;32548904;63877
2021;9;411;122235507;17-sep-21;CSW;32548904;38872
2021;9;411;122263750;18-sep-21;166;32562328;18837
2021;9;411;122358553;17-sep-21;CSW;32548904;16250
2021;9;411;122539016;19-sep-21;AT3;32562289;88706
2021;9;411;122579602;18-sep-21;AT3;32562286;19791
2021;9;411;122598673;18-sep-21;AT1;32562280;26512
2021;9;411;122766916;17-sep-21;166;32562327;38872
2021;9;411;122768580;18-sep-21;166;32562328;18837
2021;9;411;122801434;17-sep-21;CSW;32548904;63877
2021;9;411;122890708;19-sep-21;166;32562330;19298
2021;9;411;122895613;17-sep-21;166;32562327;18837
2021;9;411;123253730;18-sep-21;AT1;32562280;16611
2021;9;411;123434303;17-sep-21;CSW;32548904;16610
2021;9;411;123438421;17-sep-21;166;32562327;26512
2021;9;411;123557159;17-sep-21;166;32562327;40923
2021;9;411;123566241;17-sep-21;166;32562327;18837
2021;9;411;123693484;18-sep-21;AT1;32562280;33511
2021;9;411;123835138;18-sep-21;AT3;32562286;17064
2021;9;411;123860940;17-sep-21;CSW;32548904;18837
2021;9;411;123875724;19-sep-21;AT1;32562288;16610
2021;9;411;124031653;17-sep-21;CSW;32548904;18837
2021;9;411;124094438;17-sep-21;CSW;32548904;16624
2021;9;411;124338513;17-sep-21;CSW;32548904;28816
2021;9;411;124399734;18-sep-21;AT1;32562280;26973
2021;9;411;124573728;17-sep-21;CSW;32548904;17586
2021;9;411;124614938;18-sep-21;AT3;32562286;32358
2021;9;411;124955602;19-sep-21;R5;32562293;26972
2021;9;411;124977004;18-sep-21;RM6;32562361;18837
2021;9;411;125269109;17-sep-21;CSW;32548904;37978
2021;9;411;125439016;17-sep-21;CSW;32548904;18837
2021;9;411;125462264;17-sep-21;CSW;32548904;60898
2021;9;411;125526463;17-sep-21;CSW;32548904;26512
2021;9;411;125545424;18-sep-21;PSE;32562371;18837
2021;9;411;125724523;17-sep-21;CSW;32548904;18837
2021;9;411;125826854;17-sep-21;CSW;32548904;18837
2021;9;411;126001744;17-sep-21;CSW;32548904;19297
2021;9;411;126224567;17-sep-21;CSW;32548904;21374
2021;9;411;126609782;17-sep-21;166;32562327;18837
2021;9;411;126634594;17-sep-21;CSW;32548904;101777
2021;9;411;127156830;17-sep-21;CSW;32548904;16610
2021;9;411;127169150;17-sep-21;CSW;32548904;63877
2021;9;411;127189908;17-sep-21;CSW;32548904;16610
2021;9;411;127204678;17-sep-21;CSW;32548904;16610
2021;9;411;127387968;17-sep-21;166;32562327;63877
2021;9;411;127419086;17-sep-21;CSW;32548904;63877
2021;9;411;127463859;17-sep-21;CSW;32548904;16610
2021;9;411;127484484;17-sep-21;166;32562327;16610
2021;9;411;127629489;17-sep-21;CSW;32548904;17056
2021;9;411;128093277;17-sep-21;166;32562327;47618
2021;9;411;128096518;18-sep-21;166;32562328;26512
2021;9;411;128146810;17-sep-21;CSW;32548904;18837
2021;9;411;128360500;17-sep-21;CSW;32548904;32120
2021;9;411;128574121;17-sep-21;CSW;32548904;63877
2021;9;411;129111147;17-sep-21;CSW;32548904;57506
2021;9;411;129481841;17-sep-21;CSW;32548904;93894
2021;9;411;129775391;17-sep-21;CSW;32548904;63877
2021;9;411;129968497;17-sep-21;CSW;32548904;17029
2021;9;411;130140733;17-sep-21;CSW;32548904;17448
2021;9;411;130202578;17-sep-21;166;32562327;18837
2021;9;411;130366807;17-sep-21;166;32562327;18837
2021;9;411;130499722;17-sep-21;CSW;32548904;18837
2021;9;411;130540891;19-sep-21;166;32562330;16610
2021;9;411;130589510;17-sep-21;CSW;32548904;18837
2021;9;411;130655432;17-sep-21;CSW;32548904;65820
2021;9;411;131088777;17-sep-21;CSW;32548904;18837
2021;9;411;131323819;17-sep-21;CSW;32548904;18837
2021;9;411;131770091;17-sep-21;CSW;32548904;18837
2021;9;411;132012621;18-sep-21;AT3;32562286;27559
2021;9;411;132633938;17-sep-21;CSW;32548904;36041
2021;9;411;132909304;17-sep-21;CSW;32548904;89352
2021;9;411;132925914;17-sep-21;CSW;32548904;20278
2021;9;411;133050502;17-sep-21;166;32562327;26512
2021;9;411;133059645;18-sep-21;AT3;32562286;26512
2021;9;411;133066173;18-sep-21;AT3;32562286;26512
2021;9;411;133175022;17-sep-21;CSW;32548904;18837
2021;9;411;133226101;17-sep-21;CSW;32548904;18874
2021;9;411;133340024;17-sep-21;CSW;32548904;16610
2021;9;411;133855723;17-sep-21;CSW;32548904;27705
2021;9;411;133859951;17-sep-21;CSW;32548904;22463
2021;9;411;134367200;18-sep-21;AT1;32562280;18837
2021;9;411;134636097;18-sep-21;AT1;32562280;38547
2021;9;411;134960403;17-sep-21;CSW;32548904;16610
2021;9;411;135168302;18-sep-21;BT1;32562299;63877
2021;9;411;135969405;17-sep-21;CSW;32548904;17016
2021;9;411;135970231;17-sep-21;CSW;32548904;18360
2021;9;411;136886994;17-sep-21;166;32562327;39090
2021;9;411;136928981;18-sep-21;AT1;32562280;42481
2021;9;411;136980069;18-sep-21;AT3;32562286;30055
2021;9;411;136981846;18-sep-21;AT3;32562286;30055
2021;9;411;136997407;17-sep-21;CSW;32548904;122296
2021;9;411;137303405;18-sep-21;AT1;32562280;27497
2021;9;411;137392779;18-sep-21;166;32562328;27499
2021;9;411;138060956;17-sep-21;CSW;32548904;18837
2021;9;411;138289461;18-sep-21;AT1;32562280;26512
2021;9;411;138403111;18-sep-21;AT1;32562280;27343
2021;9;411;138774502;17-sep-21;CSW;32548904;27605
2021;9;411;139066507;18-sep-21;AT1;32562280;18410
2021;9;411;139093973;17-sep-21;CSW;32548904;18837
2021;9;411;139322274;18-sep-21;AT3;32562286;18837
2021;9;411;139539146;17-sep-21;166;32562327;25894
2021;9;411;139617501;18-sep-21;BT1;32562299;26512
2021;9;411;139620901;19-sep-21;PSE;32562378;63877
2021;9;411;139621788;19-sep-21;PSE;32562378;63877
2021;9;411;140022539;17-sep-21;CSW;32548904;26412
2021;9;411;140084537;18-sep-21;PSE;32562371;18837
2021;9;411;140963085;19-sep-21;RM3;32562363;26412
2021;9;411;141017424;18-sep-21;166;32562328;63877
2021;9;411;141444058;19-sep-21;AT1;32562288;28598
2021;9;411;141460678;18-sep-21;AT3;32562286;26512
2021;9;411;141544715;19-sep-21;BT1;32562300;18837
2021;9;411;141700525;18-sep-21;PSE;32562371;26512
2021;9;411;141815176;17-sep-21;166;32562327;18837
2021;9;411;142065284;19-sep-21;AT3;32562289;26512
2021;9;411;142137998;17-sep-21;CSW;32548904;37634
2021;9;411;142140398;17-sep-21;CSW;32548904;60898
2021;9;411;142148644;17-sep-21;CSW;32548904;63877
2021;9;411;142167605;18-sep-21;AT3;32562286;30055
2021;9;411;142176707;18-sep-21;AT3;32562286;30055
2021;9;411;142224535;18-sep-21;AT1;32562280;20354
2021;9;411;142350891;18-sep-21;AT1;32562280;26512
2021;9;411;142397956;17-sep-21;CSW;32548904;67682
2021;9;411;142421718;19-sep-21;166;32562330;50719
2021;9;411;142423382;18-sep-21;PSE;32562371;26512
2021;9;411;142634562;17-sep-21;166;32562327;18837
2021;9;411;142664289;18-sep-21;RM6;32562361;18837
2021;9;411;142744208;18-sep-21;PSE;32562371;26512
2021;9;411;143073548;18-sep-21;AT3;32562286;48781
2021;9;411;143180833;18-sep-21;PSE;32562371;63877
2021;9;411;143268108;18-sep-21;AT3;32562286;18837
2021;9;411;143536118;17-sep-21;CSW;32548904;18837
2021;9;411;144905721;18-sep-21;AT1;32562280;18410
2021;9;411;145446138;18-sep-21;166;32562328;18837
2021;9;411;145554200;18-sep-21;AT1;32562280;18837
2021;9;411;146271275;18-sep-21;PSE;32562371;25894
2021;9;411;147062408;17-sep-21;CSW;32548904;18852
2021;9;411;147069987;17-sep-21;166;32562327;20614
2021;9;411;147118402;19-sep-21;AT1;32562288;19362
2021;9;411;147128371;18-sep-21;166;32562328;19327
2021;9;411;147142427;18-sep-21;AT1;32562280;18837
2021;9;411;147203485;17-sep-21;166;32562327;19257
2021;9;411;147228138;18-sep-21;166;32562328;18837
2021;9;411;147468358;18-sep-21;166;32562328;63877
2021;9;411;147478227;17-sep-21;CSW;32548904;63877
2021;9;411;147481627;17-sep-21;CSW;32548904;63877
2021;9;411;147487319;18-sep-21;PSE;32562371;63877
2021;9;411;147533493;19-sep-21;PSE;32562378;63877
2021;9;411;147535957;18-sep-21;BT1;32562299;42965
2021;9;411;147545826;19-sep-21;166;32562330;63877
2021;9;411;147547490;19-sep-21;166;32562330;60122
2021;9;411;147585412;18-sep-21;AT1;32562280;63877
2021;9;411;147738922;18-sep-21;R5;32562292;30002
2021;9;411;147798366;18-sep-21;AT1;32562280;16545
2021;9;411;147816387;18-sep-21;AT1;32562280;26512
2021;9;411;148169603;18-sep-21;AT1;32562280;63877
2021;9;411;148329631;18-sep-21;AT1;32562280;23604
2021;9;411;148614148;17-sep-21;R79;32562325;54677
2021;9;411;148644865;19-sep-21;RM3;32562363;27557
2021;9;411;149827841;18-sep-21;AT1;32562280;41028
2021;9;411;149866650;18-sep-21;AT1;32562280;26512
2021;9;411;149951633;17-sep-21;CSW;32548904;18852
2021;9;411;150065113;17-sep-21;CSW;32548904;19298
2021;9;411;150070187;18-sep-21;AT1;32562280;18837
2021;9;411;150267301;18-sep-21;AT1;32562280;26512
2021;9;411;150913267;17-sep-21;CSW;32548904;18837
2021;9;411;151613725;19-sep-21;AT4;32562290;26512
2021;9;411;151876034;17-sep-21;CSW;32548904;17016
2021;9;411;151941279;17-sep-21;CSW;32548904;29879
2021;9;411;151999090;17-sep-21;166;32562327;16624
2021;9;411;152049301;18-sep-21;AT1;32562280;46359
2021;9;411;152198856;17-sep-21;166;32562327;41997
2021;9;411;152232597;17-sep-21;CSW;32548904;43958
2021;9;411;152263091;17-sep-21;CSW;32548904;26512
2021;9;411;153472666;19-sep-21;RM6;32562364;26512
2021;9;411;153476794;17-sep-21;CSW;32548904;18837
2021;9;411;153483312;17-sep-21;CSW;32548904;26512
2021;9;411;153490840;17-sep-21;CSW;32548904;27499
2021;9;411;153889162;18-sep-21;166;32562328;27383
2021;9;411;154404876;19-sep-21;PSE;32562378;27383
2021;9;411;154618307;17-sep-21;CSW;32548904;26512
2021;9;411;154770242;18-sep-21;AT1;32562280;27557
2021;9;411;154922975;18-sep-21;BT1;32562299;16610
2021;9;411;155526704;17-sep-21;CSW;32548904;18837
2021;9;411;156110934;17-sep-21;CSW;32548904;18837
2021;9;411;156392304;18-sep-21;166;32562328;63877
2021;9;411;156428550;17-sep-21;CSW;32548904;53145
2021;9;411;156466582;18-sep-21;AT3;32562286;26512
2021;9;411;156569690;17-sep-21;CSW;32548904;11647
2021;9;411;156656137;17-sep-21;CSW;32548904;17056
2021;9;411;156855984;18-sep-21;AT1;32562280;41997
2021;9;411;156877396;18-sep-21;BT1;32562299;26512
2021;9;411;156911027;17-sep-21;166;32562327;26512
2021;9;411;156920119;17-sep-21;CSW;32548904;42481
2021;9;411;156964933;19-sep-21;RM3;32562363;36666
2021;9;411;157067060;19-sep-21;PSE;32562378;18837
2021;9;411;157152043;17-sep-21;CSW;32548904;71581
2021;9;411;157405210;17-sep-21;CSW;32548904;41511
2021;9;411;157440901;19-sep-21;RM3;32562363;46359
2021;9;411;157461526;18-sep-21;AT1;32562280;63877
2021;9;411;157483938;18-sep-21;AT1;32562280;35695
2021;9;411;157531576;18-sep-21;RM6;32562361;26512
2021;9;411;157561293;18-sep-21;AT3;32562286;63877
2021;9;411;157657873;18-sep-21;166;32562328;39281
2021;9;411;157703047;18-sep-21;AT3;32562286;26512
2021;9;411;157704824;17-sep-21;166;32562327;26512
2021;9;411;157709739;17-sep-21;CSW;32548904;63877
2021;9;411;157835095;17-sep-21;CSW;32548904;49266
2021;9;411;157871553;18-sep-21;AT3;32562286;36325
2021;9;411;158279086;18-sep-21;AT1;32562280;27497
2021;9;411;158424230;17-sep-21;CSW;32548904;18837
2021;9;411;158742705;18-sep-21;AT1;32562280;27675
2021;9;411;158785642;17-sep-21;CSW;32548904;16610
2021;9;411;158858133;17-sep-21;CSW;32548904;17016
2021;9;411;159080147;17-sep-21;CSW;32548904;18837
2021;9;411;159423302;17-sep-21;R79;32562325;32358
2021;9;411;159510759;17-sep-21;R79;32562325;16177
2021;9;411;159721039;17-sep-21;CSW;32548904;30764
2021;9;411;159972905;17-sep-21;166;32562327;26512
2021;9;411;159989353;18-sep-21;AT1;32562280;26512
2021;9;411;160112911;18-sep-21;AT1;32562280;26512
2021;9;411;160514633;17-sep-21;CSW;32548904;17016
2021;9;411;160563311;17-sep-21;341;32564611;40497
2021;9;411;161110206;17-sep-21;CSW;32548904;18837
2021;9;411;161353877;17-sep-21;CSW;32548904;18837
2021;9;411;161757053;17-sep-21;R79;32562325;27614
2021;9;411;161985730;17-sep-21;CSW;32548904;26412
2021;9;411;162687862;18-sep-21;AT3;32562286;20347
2021;9;411;162773622;19-sep-21;AT1;32562288;18837
2021;9;411;163964013;17-sep-21;166;32562327;26512
2021;9;411;165148805;18-sep-21;R5;32562292;16177
2021;9;411;165257754;18-sep-21;AT1;32562280;19297
2021;9;411;166130529;17-sep-21;CSW;32548904;26512
2021;9;411;166230396;18-sep-21;PSE;32562371;16610
2021;9;411;167462150;17-sep-21;CSW;32548904;26512
2021;9;411;167540405;18-sep-21;AT1;32562280;27383
2021;9;411;168299671;18-sep-21;PSE;32562371;25731
2021;9;411;168965275;17-sep-21;CSW;32548904;27557
2021;9;411;169137765;19-sep-21;PSE;32562378;26512
2021;9;411;169539487;17-sep-21;CSW;32548904;17029
2021;9;411;169595693;17-sep-21;CSW;32548904;16610
2021;9;411;170058289;17-sep-21;CSW;32548904;16781
2021;9;411;170224068;17-sep-21;CSW;32548904;18837
2021;9;411;170792622;17-sep-21;CSW;32548904;16611
2021;9;411;171222353;18-sep-21;AT1;32562280;17016
2021;9;411;171278500;17-sep-21;CSW;32548904;18837
2021;9;411;171861844;19-sep-21;AT1;32562288;16610
2021;9;411;171876628;18-sep-21;PSE;32562371;63877
2021;9;411;172075494;19-sep-21;AT1;32562288;16610
2021;9;411;172116604;17-sep-21;CSW;32548904;127972
2021;9;411;172177815;18-sep-21;AT3;32562286;45389
2021;9;411;172179489;17-sep-21;CSW;32548904;17370
2021;9;411;172224876;17-sep-21;CSW;32548904;63877
2021;9;411;172235422;18-sep-21;AT1;32562280;32788
2021;9;411;172286774;17-sep-21;CSW;32548904;39090
2021;9;411;172318892;17-sep-21;CSW;32548904;63877
2021;9;411;172467337;18-sep-21;AT1;32562280;31333
2021;9;411;172648800;18-sep-21;PSE;32562371;37634
2021;9;411;172810451;17-sep-21;CSW;32548904;63877
2021;9;411;172838555;18-sep-21;AT3;32562286;63877
2021;9;411;173138965;18-sep-21;AT3;32562286;31333
2021;9;411;173394805;17-sep-21;CSW;32548904;63877
2021;9;411;173462381;18-sep-21;AT3;32562286;63877
2021;9;411;173605712;17-sep-21;CSW;32548904;29879
2021;9;411;173789999;17-sep-21;CSW;32548904;84270
2021;9;411;173874972;18-sep-21;RM3;32562360;26512
2021;9;411;174107310;18-sep-21;AT1;32562280;36033
2021;9;411;174238681;18-sep-21;RM3;32562360;63877
2021;9;411;174297238;18-sep-21;PSE;32562371;63877
2021;9;411;174393977;18-sep-21;BT1;32562299;26512
2021;9;411;174394754;18-sep-21;AT3;32562286;26512
2021;9;411;174742783;17-sep-21;CSW;32548904;61815
2021;9;411;174822702;19-sep-21;RM6;32562364;63877
2021;9;411;174890441;17-sep-21;166;32562327;35695
2021;9;411;174933215;18-sep-21;AT1;32562280;63877
2021;9;411;174996900;17-sep-21;CSW;32548904;26512
2021;9;411;175122102;17-sep-21;CSW;32548904;19312
2021;9;411;175651967;17-sep-21;231;32562326;63877
2021;9;411;175713702;18-sep-21;AT1;32562280;133151
2021;9;411;175721007;19-sep-21;PSE;32562378;26512
2021;9;411;175740078;18-sep-21;AT1;32562280;63877
2021;9;411;176054585;17-sep-21;CSW;32548904;63877
2021;9;411;176166785;17-sep-21;CSW;32548904;63877
2021;9;411;176218641;18-sep-21;166;32562328;30959
2021;9;411;176406732;18-sep-21;PSE;32562371;63877
2021;9;411;176435672;18-sep-21;AT3;32562286;63877
2021;9;411;176572684;17-sep-21;CSW;32548904;54851
2021;9;411;176709474;18-sep-21;AT1;32562280;36181
2021;9;411;176746619;18-sep-21;AT3;32562286;32788
2021;9;411;176754024;18-sep-21;PSE;32562371;59224
2021;9;411;176862106;17-sep-21;CSW;32548904;29879
2021;9;411;177169085;18-sep-21;PSE;32562371;32788
2021;9;411;177192223;17-sep-21;R79;32562325;32301
2021;9;411;177243302;19-sep-21;PSE;32562378;63805
2021;9;411;177287026;18-sep-21;RM3;32562360;36181
2021;9;411;177344956;18-sep-21;AT1;32562280;30485
2021;9;411;177346410;19-sep-21;PSE;32562378;63805
2021;9;411;177544480;18-sep-21;166;32562328;42481
2021;9;411;177697053;19-sep-21;AT1;32562288;37634
2021;9;411;177700290;19-sep-21;PSE;32562378;63877
2021;9;411;177723489;18-sep-21;RM6;32562361;63877
2021;9;411;178001487;18-sep-21;RM3;32562360;26510
2021;9;411;178054393;18-sep-21;166;32562328;26512
2021;9;411;178561736;18-sep-21;RM3;32562360;27383
2021;9;411;178672259;18-sep-21;166;32562328;26510
2021;9;411;178785236;17-sep-21;CSW;32548904;63877
2021;9;411;179063334;18-sep-21;166;32562328;31195
2021;9;411;179500474;17-sep-21;166;32562327;26512
2021;9;411;179996475;17-sep-21;CSW;32548904;66646
2021;9;411;180227156;18-sep-21;AT1;32562280;27705
2021;9;411;180359204;19-sep-21;PSE;32562378;26512
2021;9;411;180544944;17-sep-21;CSW;32548904;26512
2021;9;411;180545621;18-sep-21;AT1;32562280;26512
2021;9;411;180616558;18-sep-21;166;32562328;33426
2021;9;411;180733812;17-sep-21;R79;32562325;26512
2021;9;411;181496165;17-sep-21;CSW;32548904;27499
2021;9;411;181671936;19-sep-21;R5;32562293;44315
2021;9;411;182652824;17-sep-21;166;32562327;27383
2021;9;411;182673459;18-sep-21;PSE;32562371;27383
2021;9;411;182767475;18-sep-21;PSE;32562371;26512
2021;9;411;183870591;19-sep-21;166;32562330;29541
2021;9;411;185023979;18-sep-21;PSE;32562371;26512
2021;9;411;185247479;17-sep-21;166;32562327;27383
2021;9;411;185335703;17-sep-21;CSW;32548904;17028
2021;9;411;186064201;17-sep-21;CSW;32548904;125197
2021;9;411;186818170;18-sep-21;166;32562328;16610
2021;9;411;187048430;18-sep-21;AT1;32562280;16610
2021;9;411;187108601;17-sep-21;CSW;32548904;17064
2021;9;411;187359587;19-sep-21;AT1;32562288;18837
2021;9;411;188727203;18-sep-21;RM6;32562361;26512
2021;9;411;188919522;18-sep-21;AT3;32562286;26512
2021;9;411;189047461;17-sep-21;CSW;32548904;26512
2021;9;411;189162161;19-sep-21;PSE;32562378;27557
2021;9;411;189319709;19-sep-21;AT1;32562288;26412
2021;9;411;189439304;18-sep-21;AT3;32562286;26512
2021;9;411;191302966;18-sep-21;AT1;32562280;26512
2021;9;411;192036279;17-sep-21;CSW;32548904;26512
2021;9;411;192163402;18-sep-21;AT4;32562287;32358
2021;9;411;194443863;18-sep-21;AT3;32562286;26512
2021;9;411;194749846;19-sep-21;BT1;32562300;26512
2021;9;411;196544115;18-sep-21;AT3;32562286;26412
2021;9;411;197148044;18-sep-21;AT1;32562280;25894
2021;9;411;197198509;18-sep-21;AT3;32562286;25894
2021;9;411;197488021;17-sep-21;CSW;32548904;26512
2021;9;411;197530977;17-sep-21;CSW;32548904;26512
2021;9;411;197750349;18-sep-21;AT3;32562286;63705
2021;9;411;197771974;18-sep-21;PSE;32562371;26512
2021;9;411;198024260;19-sep-21;BT1;32562300;36182
2021;9;411;198819502;18-sep-21;R5;32562292;70108
2021;9;411;198824576;18-sep-21;PSE;32562371;32010
2021;9;411;198870803;17-sep-21;166;32562327;31313
2021;9;411;198919379;17-sep-21;166;32562327;31313
2021;9;411;198931861;17-sep-21;CSW;32548904;30577
2021;9;411;198934202;17-sep-21;166;32562327;31197
2021;9;411;198946645;18-sep-21;AT1;32562280;18837
2021;9;411;199144724;18-sep-21;AT1;32562280;71077
2021;9;411;199229658;17-sep-21;CSW;32548904;63877
2021;9;411;199280959;18-sep-21;PSE;32562371;99008
2021;9;411;199317982;17-sep-21;CSW;32548904;85034
2021;9;411;199371624;18-sep-21;AT1;32562280;19804
2021;9;411;199598475;18-sep-21;AT1;32562280;26512
2021;9;411;199682671;17-sep-21;CSW;32548904;26512
2021;9;411;199727909;18-sep-21;AT1;32562280;29879
2021;9;411;199759290;19-sep-21;PSE;32562378;26512
2021;9;411;200494315;17-sep-21;166;32562327;26512
2021;9;411;200887845;19-sep-21;166;32562330;26512
2021;9;411;201018962;18-sep-21;AT1;32562280;26512
2021;9;411;201058558;17-sep-21;CSW;32548904;26512
2021;9;411;201077519;17-sep-21;CSW;32548904;135738
2021;9;411;201169071;18-sep-21;AT3;32562286;46359
2021;9;411;201257305;18-sep-21;AT3;32562286;26512
2021;9;411;201385215;17-sep-21;CSW;32548904;63877
2021;9;411;201463770;17-sep-21;CSW;32548904;26512
2021;9;411;201571742;18-sep-21;AT1;32562280;37295
2021;9;411;201657453;17-sep-21;CSW;32548904;25894
2021;9;411;202017034;17-sep-21;166;32562327;27499
2021;9;411;202082432;17-sep-21;CSW;32548904;54717
2021;9;411;202400844;17-sep-21;166;32562327;48781
2021;9;411;202476849;17-sep-21;CSW;32548904;28718
2021;9;411;202516172;17-sep-21;CSW;32548904;26512
2021;9;411;202881961;17-sep-21;CSW;32548904;33036
2021;9;411;202956916;17-sep-21;CSW;32548904;132010
2021;9;411;203161523;17-sep-21;166;32562327;27640
2021;9;411;203353842;17-sep-21;166;32562327;10238
2021;9;411;203402367;18-sep-21;AT3;32562286;26533
2021;9;411;203629108;19-sep-21;AT3;32562289;69817
2021;9;411;204858521;17-sep-21;CSW;32548904;12661
