ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;100612164;28-Nov-22;CSW;35598759;16947
;;;;;;;83647956
