A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2023;1;411;427358735;26-ene-23;PSE;36056473;16970
2023;1;411;427368604;26-ene-23;RM3;36056475;16970
2023;1;411;427376919;27-ene-23;R5;36056572;16970
2023;1;411;427349643;26-ene-23;RM3;36056475;16970
2023;1;411;427348866;26-ene-23;CTW;36056293;16970
2023;1;411;427346202;26-ene-23;PSE;36056473;16970
2023;1;411;427343951;27-ene-23;AT3;36056569;16970
2023;1;411;427057567;28-ene-23;R5;36056637;16970
2023;1;411;427066659;26-ene-23;CSW;36056292;16970
2023;1;411;429880829;26-ene-23;PSE;36056473;16970
2023;1;411;429863422;26-ene-23;PSE;36056473;16970
2023;1;411;429803098;28-ene-23;CSW;36056566;16970
2023;1;411;429812180;26-ene-23;CTW;36056293;16970
2023;1;411;429813967;27-ene-23;CTW;36056424;16970
2023;1;411;427342174;28-ene-23;CTW;36056567;16970
2023;1;411;427339774;26-ene-23;CSW;36056292;16970
2023;1;411;427334869;28-ene-23;CSW;36056566;16970
2023;1;411;427332205;26-ene-23;CSW;36056292;16970
2023;1;411;427330631;27-ene-23;CTW;36056424;16970
2023;1;411;427328018;26-ene-23;CSW;36056292;16970
2023;1;411;427485878;28-ene-23;166;36056653;16970
2023;1;411;427482527;27-ene-23;CSW;36056423;16970
2023;1;411;427479127;27-ene-23;CSW;36056423;16970
2023;1;411;427477563;27-ene-23;CTW;36056424;16970
2023;1;411;427473435;27-ene-23;CTW;36056424;16970
2023;1;411;428097002;28-ene-23;CSW;36056566;16970
2023;1;411;427471871;28-ene-23;CTW;36056567;16970
2023;1;411;427467694;26-ene-23;CSW;36056292;16970
2023;1;411;427374455;26-ene-23;CSW;36056292;16970
2023;1;411;427372891;27-ene-23;CTW;36056424;16970
2023;1;411;427326454;27-ene-23;CSW;36056423;16970
2023;1;411;427371004;27-ene-23;CTW;36056424;16970
2023;1;411;427369491;26-ene-23;CTW;36056293;16970
2023;1;411;427319926;26-ene-23;PSE;36056473;16970
2023;1;411;427367827;26-ene-23;CTW;36056293;16970
2023;1;411;427316585;26-ene-23;RM6;36056476;16970
2023;1;411;427364586;27-ene-23;CSW;36056423;16970
2023;1;411;427361135;27-ene-23;CSW;36056423;16970
2023;1;411;427359512;27-ene-23;166;36056589;16970
2023;1;411;427311670;27-ene-23;CSW;36056423;16970
2023;1;411;427308270;27-ene-23;CSW;36056423;16970
2023;1;411;427305829;27-ene-23;CSW;36056423;16970
2023;1;411;427354607;26-ene-23;CTW;36056293;16970
2023;1;411;427353820;26-ene-23;CTW;36056293;16970
2023;1;411;427351266;28-ene-23;AT1;36056629;16970
2023;1;411;427303365;27-ene-23;166;36056589;16970
2023;1;411;428096225;28-ene-23;AT1;36056629;16970
2023;1;411;428102803;29-ene-23;CSW;36056623;16970
2023;1;411;428083005;27-ene-23;CSW;36056423;16970
2023;1;411;428100249;27-ene-23;CSW;36056423;16970
2023;1;411;427459389;28-ene-23;CSW;36056566;16970
2023;1;411;428099676;26-ene-23;PSE;36056473;16970
2023;1;411;428084892;26-ene-23;CTW;36056293;16970
2023;1;411;427456938;26-ene-23;CTW;36056293;16970
2023;1;411;427446069;27-ene-23;CTW;36056424;16970
2023;1;411;427445282;27-ene-23;AT1;36056568;16970
2023;1;411;427444505;29-ene-23;CSW;36056623;16970
2023;1;411;427443718;27-ene-23;CTW;36056424;16970
2023;1;411;427441154;29-ene-23;CSW;36056623;16970
2023;1;411;428098899;27-ene-23;CSW;36056423;16970
2023;1;411;427370227;27-ene-23;166;36056589;16970
2023;1;411;427366040;27-ene-23;CSW;36056423;16970
2023;1;411;427362912;26-ene-23;CSW;36056292;16970
2023;1;411;427360358;26-ene-23;CSW;36056292;16970
2023;1;411;427357958;26-ene-23;PSE;36056473;16970
2023;1;411;427352043;26-ene-23;CTW;36056293;16970
2023;1;411;429817095;26-ene-23;CTW;36056293;16970
2023;1;411;429821272;28-ene-23;166;36056293;16970
