A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;438263638;28-Nov-22;CSW;35598759;16970
2022;11;411;438265102;28-Nov-22;CSW;35598759;16970
2022;11;411;431350802;28-Nov-22;CSW;35598759;16970
2022;11;411;437114234;28-Nov-22;CSW;35598759;16970
2022;11;411;101976976;28-Nov-22;CSW;35598759;19224
2022;11;411;319987489;28-Nov-22;CSW;35598759;19224
2022;11;411;210908054;28-Nov-22;CSW;35598759;19224
2022;11;411;437649781;28-Nov-22;CSW;35598759;27038
2022;11;411;427986570;28-Nov-22;CSW;35598759;64112
2022;11;411;106257931;28-Nov-22;CSW;35598759;66672
2022;11;411;107206548;28-Nov-22;CSW;35598759;19672
2022;11;411;390322623;28-Nov-22;CSW;35598759;16970
2022;11;411;213848540;28-Nov-22;CSW;35598759;27686
2022;11;411;123580307;28-Nov-22;CSW;35598759;16970
2022;11;411;309299626;28-Nov-22;CSW;35598759;52006
2022;11;411;210619319;28-Nov-22;CSW;35598759;19672
2022;11;411;296553146;28-Nov-22;CSW;35598759;27686
2022;11;411;212335456;28-Nov-22;CSW;35598759;27686
2022;11;411;321117475;28-Nov-22;CSW;35598759;27686
2022;11;411;394631622;28-Nov-22;CSW;35598759;66672
2022;11;411;424132904;28-Nov-22;CSW;35598759;17346
2022;11;411;504795616;28-Nov-22;CSW;35598759;27686
2022;11;411;492555862;28-Nov-22;CSW;35598759;101136
2022;11;411;376104655;28-Nov-22;CSW;35598759;17346
2022;11;411;633295112;28-Nov-22;CSW;35598759;19224
2022;11;411;211456999;28-Nov-22;CSW;35598759;27686
2022;11;411;288594580;28-Nov-22;CSW;35598759;27686
2022;11;411;314808742;28-Nov-22;CSW;35598759;17346
2022;11;411;300624475;28-Nov-22;CSW;35598759;17346
2022;11;411;994195693;28-Nov-22;CSW;35598759;19224
2022;11;411;432257463;28-Nov-22;CSW;35598759;19224
2022;11;411;431384747;28-Nov-22;CSW;35598759;19224
2022;11;411;384251575;28-Nov-22;CSW;35598759;19224
2022;11;411;741855186;28-Nov-22;CSW;35598759;27686
2022;11;411;210857975;28-Nov-22;CSW;35598759;27686
