A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2021;12;411;380993658;17-Sep-21;166;32562327;347239
;;;;;;;$347.239 
