ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;12;411;432721979;11/28/2022;CSW;35598759;16970
2022;12;411;432721979;11/17/2022;CSW;35598759;-16970
