A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;1;411;388279295;28-ene-22;166;33262205;17463
2022;1;411;389821005;28-ene-22;AT3;33262185;16969
2022;1;411;390130304;28-ene-22;AT3;33262185;19184
2022;1;411;390156844;28-ene-22;AT3;33262185;62647
2022;1;411;390776374;28-ene-22;AT3;33262185;19644
2022;1;411;390982749;28-ene-22;AT3;33262185;19645
2022;1;411;391750793;28-ene-22;AT3;33262185;67668
2022;1;411;393610148;28-ene-22;166;33262205;19184
2022;1;411;394603579;28-ene-22;AT3;33262185;17006
2022;1;411;398378012;28-ene-22;166;33262205;18283
2022;1;411;399318537;28-ene-22;AT3;33262185;16982
2022;1;411;399647768;28-ene-22;AT3;33262185;26994
2022;1;411;402365104;28-ene-22;AT4;33262186;17761
2022;1;411;403640691;28-ene-22;AT3;33262185;65940
2022;1;411;405856694;28-ene-22;AT1;33262184;33549
2022;1;411;405978863;28-ene-22;AT3;33262185;27413
2022;1;411;406292329;28-ene-22;166;33262205;64667
2022;1;411;406948005;28-ene-22;166;33262205;21721
2022;1;411;407451439;28-ene-22;BT1;33262202;32840
2022;1;411;408337475;28-ene-22;166;33262205;64033
2022;1;411;408939711;28-ene-22;AT1;33262184;27259
2022;1;411;408990012;28-ene-22;AT3;33262185;28112
2022;1;411;409090808;28-ene-22;AT3;33262185;19207
2022;1;411;412038284;28-ene-22;AT3;33262185;19848
2022;1;411;414143813;28-ene-22;166;33262205;19184
2022;1;411;415116306;28-ene-22;AT3;33262185;26994
2022;1;411;416924976;28-ene-22;AT3;33262185;50629
2022;1;411;417338140;28-ene-22;AT3;33262185;19279
2022;1;411;417888520;28-ene-22;AT3;33262185;32840
2022;1;411;418153308;28-ene-22;AT1;33262184;16923
2022;1;411;418478452;28-ene-22;AT3;33262185;18713
2022;1;411;420004478;28-ene-22;AT4;33262186;26994
2022;1;411;420979769;28-ene-22;AT3;33262185;11788
2022;1;411;423573586;28-ene-22;AT3;33262185;19184
2022;1;411;426321690;28-ene-22;166;33262205;26376
2022;1;411;428084892;28-ene-22;AT3;33262185;73738
2022;1;411;429864209;28-ene-22;166;33262205;67024
2022;1;411;430089302;28-ene-22;AT1;33262184;37737
2022;1;411;430448197;28-ene-22;AT3;33262185;19184
2022;1;411;431441577;28-ene-22;AT3;33262185;19184
2022;1;411;432608833;28-ene-22;BT1;33262202;26376
2022;1;411;433387806;28-ene-22;166;33262205;19184
2022;1;411;434686269;28-ene-22;AT1;33262184;16563
2022;1;411;435282932;28-ene-22;AT3;33262185;19184
2022;1;411;435846156;28-ene-22;166;33262205;16923
2022;1;411;436812260;28-ene-22;166;33262205;26994
2022;1;411;438124062;28-ene-22;AT3;33262185;19279
2022;1;411;438724744;28-ene-22;166;33262205;19184
2022;1;411;443863692;28-ene-22;AT3;33262185;16923
2022;1;411;443876802;28-ene-22;AT1;33262184;26994
2022;1;411;444319853;28-ene-22;AT3;33262185;16923
2022;1;411;444786873;28-ene-22;AT3;33262185;27259
2022;1;411;445700858;28-ene-22;AT3;33262185;19184
2022;1;411;447510901;28-ene-22;AT3;33262185;26994
2022;1;411;461515986;28-ene-22;AT3;33262185;17441
2022;1;411;469395876;28-ene-22;BT1;33262202;67668
2022;1;411;482180779;28-ene-22;AT1;33262184;17805
2022;1;411;505395417;28-ene-22;AT1;33262184;67668
2022;1;411;518995603;28-ene-22;AT4;33262186;29289
2022;1;411;555135384;28-ene-22;AT3;33262185;19184
2022;1;411;592655568;28-ene-22;166;33262205;16563
2022;1;411;598070143;28-ene-22;AT3;33262185;21721
2022;1;411;598295420;28-ene-22;AT3;33262185;19184
2022;1;411;608556738;28-ene-22;BT1;33262202;19184
2022;1;411;627255305;28-ene-22;AT1;33262184;19699
2022;1;411;653098423;28-ene-22;R5;33262187;50878
2022;1;411;667457671;28-ene-22;BT1;33262202;64669
2022;1;411;668275180;28-ene-22;RM3;33262198;50629
2022;1;411;679116462;28-ene-22;166;33262205;54423
2022;1;411;696735032;28-ene-22;BT1;33262202;19184
2022;1;411;728635403;28-ene-22;AT1;33262184;19184
2022;1;411;772195413;28-ene-22;166;33262205;26994
2022;1;411;782616780;28-ene-22;AT1;33262184;64669
2022;1;411;803255963;28-ene-22;AT3;33262185;26994
2022;1;411;886955435;28-ene-22;AT1;33262184;19603
2022;1;411;911975128;28-ene-22;AT3;33262185;16563
2022;1;411;913275497;28-ene-22;R19;33262206;27476
2022;1;411;933615705;28-ene-22;R5;33262187;27865
2022;1;411;935655109;28-ene-22;AT3;33262185;19184
2022;1;411;997495741;28-ene-22;AT3;33262185;19184
;;;;;;;8870007
