A?O_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;423726996;2-Nov-22;CSW;35597736;27686
2022;11;411;424362255;2-Nov-22;CSW;35579204;27686
2022;11;411;430210590;2-Nov-22;CSW;35578531;27686
2022;11;411;423368098;2-Nov-22;CSW;35597783;27686
2022;11;411;424392972;2-Nov-22;CSW;35587880;27686
2022;11;411;427001300;2-Nov-22;CSW;35578327;27686
2022;11;411;424521306;2-Nov-22;X6;35578325;27686
2022;11;411;424393759;2-Nov-22;X6;35578471;27686
2022;11;411;424391195;2-Nov-22;X6;35598978;27686
2022;11;411;430394767;2-Nov-22;X6;35475870;27686
2022;11;411;427005438;2-Nov-22;X6;35598054;27686
2022;11;411;402104459;2-Nov-22;X6;35598056;16970
2022;11;411;402105136;2-Nov-22;AAP;35598414;16970
2022;11;411;402106913;2-Nov-22;AC;35597800;16970
2022;11;411;402108587;2-Nov-22;X6;35578316;16970
2022;11;411;341588207;2-Nov-22;X6;35578315;27686
2022;11;411;425737450;2-Nov-22;PSE;35578317;19224
2022;11;411;425738237;2-Nov-22;X6;35475681;19224
2022;11;411;430529893;2-Nov-22;X6;35342282;19224
2022;11;411;269300032;2-Nov-22;X6;35598759;19224
2022;11;411;738555221;2-Nov-22;X6;35598759;19224
2022;11;411;436722372;5-Nov-22;CSW;35598759;17346
2022;11;411;317744100;5-Nov-22;CSW;35004819;19224
2022;11;411;724155700;5-Nov-22;CSW;35597766;19672
2022;11;411;124676836;5-Nov-22;CSW;35004819;19224
2022;11;411;212681184;5-Nov-22;CSW;35597766;17346
2022;11;411;356925802;5-Nov-22;CSW;35004819;28594
2022;11;411;616695343;5-Nov-22;CSW;35597766;28594
2022;11;411;399217993;5-Nov-22;CSW;35598759;27686
2022;11;411;214321267;5-Nov-22;CSW;35598759;233892
2022;11;411;403692710;5-Nov-22;X6;35598759;17346
2022;11;411;382986838;5-Nov-22;X6;35598759;19672
2022;11;411;362783379;5-Nov-22;X6;35598759;19672
2022;11;411;278741451;5-Nov-22;X6;35598759;17346
2022;11;411;345240690;5-Nov-22;X6;35004819;17346
2022;11;411;123259422;5-Nov-22;X6;35597766;17346
2022;11;411;397825172;5-Nov-22;AAP;35004819;19672
2022;11;411;212113510;5-Nov-22;AC;35597766;17346
2022;11;411;425432254;5-Nov-22;X6;35004819;16970
2022;11;411;369991591;5-Nov-22;X6;35597766;16970
2022;11;411;369993155;5-Nov-22;PSE;35004819;16970
2022;11;411;379648951;5-Nov-22;X6;35597766;16970
2022;11;411;102953736;5-Nov-22;X6;35598759;16970
2022;11;411;402368545;5-Nov-22;X6;35598759;19672
2022;11;411;447935812;5-Nov-22;X6;35598759;19672
2022;11;411;210189707;5-Nov-22;CSW;35598759;50568
2022;11;411;380188388;5-Nov-22;CSW;35598759;16970
2022;11;411;311182026;5-Nov-22;CSW;35004819;16970
2022;11;411;324917448;5-Nov-22;CSW;35597766;16970
2022;11;411;367779667;5-Nov-22;CSW;35598759;16970
2022;11;411;122856804;5-Nov-22;CSW;35598759;16970
2022;11;411;424639308;5-Nov-22;CSW;35598759;17346
